measured_date,measured_value,point_id,place_id
2023-11-10 11:01:00,19.0,5,2
2023-11-10 11:01:00,22.5,6,2
2023-11-10 11:01:00,0.0,8,2
2023-11-10 11:01:00,21.0,9,2
