measured_date,measured_value,point_id,place_id
2023-11-10 12:01:00,18.1,5,2
2023-11-10 12:01:00,22.0,6,2
2023-11-10 12:01:00,22.8,8,2
2023-11-10 12:01:00,49.3,9,2
